act_1867_title; Act of British North America in 1867; X;;;;;;;;;;;
act_1867_desc; He established the Dominion of Canada, consisting of four colonies of the British Empire: Ontario and Quebec - the former Province of Canada (or Associated Canada) - New Brunswick and Nova Scotia. This law, which includes 147 articles, entered into force the provisions of the constitution of modern Canada, and has since been corrected several times, today it is still in force.; X;;;;;;;;;;;
act_1871_title; Act of British North America in 1871; X;;;;;;;;;;;
EVTDESC95385; After China's defeat in the Second Opium War was signed Beijing treaty, by which the Qing government agreed to pay Britain and France 8,000,000 lyanov indemnity, to open to foreign trade of Tianjin, allow the use of Chinese as laborers (coolies) in the colonies of Great Britain and France. For the UK this point crossed the southern part of the peninsula Tszyulunskogo.; X;;;;;;;;;;;
EVTOPTA95385; Win!; X;;;;;;;;;;;
EVTNAME95386; Peking Treaty; X;;;;;;;;;;;
EVTDESC95386; After China's defeat in the Second Opium War was signed Beijing treaty, by which the Qing government agreed to pay Britain and France 8,000,000 lyanov indemnity, to open to foreign trade of Tianjin, allow the use of Chinese as laborers (coolies) in the colonies of Great Britain and France. For the UK this point crossed the southern part of the peninsula Tszyulunskogo.; X;;;;;;;;;;;
EVTOPTA95386; Bad!; X;;;;;;;;;;;
abolish_imperial_examination_title; Cancel imperial examinations; X;;;;;;;;;;;
abolish_imperial_examination_desc; After the Boxer Rebellion and its suppression of the Union of European powers, the Qing government hastily embarked on the implementation of the reforms proposed during the "hundred days". One of the biggest changes was the abolition of the traditional system of imperial examinations in 1905. The government has begun to build a new type of school (to the top of the Xinhai Revolution, there were 60,000), in the absence of modernized universities many students went abroad, mainly to Japan (where they first come into contact with European revolutionary ideas, including anarchism, socialism and social Darwinism).; X ,,,,,,,,,,;
EVTNAME95387; anti-Manchu movement; X;;;;;;;;;;;
EVTDESC95387; transformation of China into a semi-colony, the loss of part of its sovereignty, a series of lost wars, the chain of humiliations and contributions - all this is the dominant forces in the country concerned, angered Chinese patriots and great-chauvinists. In China, more and more troubles blamed the Manchus. Russian occupation of Manchuria (1900-1905) is extremely weakened the prestige of the Qing Dynasty, already undermined in the eyes of her subjects Boxer Rebellion. Russian-Japanese War was another factor in disgrace and a further weakening of the Qing regime. All this once again exposed the weakness of the Qing Dynasty and its inability to protect the country from external threats and to protect its sovereignty.; X;;;;;;;;;;;
EVTOPTA95387; With this we should fight!; X;;;;;;;;;;;
EVTNAME95388; Sinchzhunhoy; X;;;;;;;;;;;
EVTDESC95388; Sinchzhunhoy - China's first revolutionary organization founded by Sun Yatsen in 1894 in Honolulu (Hawaii). In 1895 the company offices were established in Hong Kong (Hong Kong) and Guangzhou. Number Sinchzhunhoya not exceed 300 members, the organization had expanded the program, put a common goal of overthrowing the Manchu monarchy and the "restoration of the sovereignty of China." In October 1895 Sinchzhunhoy attempted an uprising in Guangzhou, ended in failure. In 1900 it organized an uprising in the district of Huizhou (Guangdong Province), which was attended by farmers - members of secret societies. The uprising was defeated. In 1905, members of Sinchzhunhoya take obschekitayskuyu Tunmenhoy revolutionary party.; X;;;;;;;;;;;
EVTOPTA95388; Bad!; X;;;;;;;;;;;
EVTNAME95389; Tunmenhoy; X;;;;;;;;;;;
EVTDESC95389; Tunmenhoy - Chinese revolutionary organization founded by Sun Yatsen in 1905 in Japan on the basis of anti-Manzhou Sinchzhunhoya and other organizations. In Tunmenhoy included representatives of the middle and the urban petty bourgeoisie, the landlords of Chinese (who opposed the Manchu government), the peasantry. Tunmenhoya program, which was based on principles developed by Sun Yat-sen nationalism, democracy and people's welfare, included the following requirements: the overthrow of the Manchus, restore China's sovereignty and create a republic, to carry out the equation of land rights. The latter requirement was interpreted in the spirit of the utopian ideas of the American bourgeois economist Henry George (fixing land price differential and the transfer of rent to the state). Tunmenhoy obschekitayskoy was first bourgeois revolutionary party.; X;;;;;;;;;;;
EVTOPTA95389; must be taken!; X;;;;;;;;;;;
hsing_chung_hui; Sinchzhunhoy; X;;;;;;;;;;;
hsing_chung_hui_desc; Sinchzhunhoy - Chinese revolutionary organization founded by Sun Yatsen; X;;;;;;;;;;;
tongmenghui; Tunmenhoy; X;;;;;;;;;;;
tongmenghui_desc; Tunmenhoy - Chinese revolutionary organization founded by Sun Yatsen in 1905 in Japan on the basis of anti-Manzhou Sinchzhunhoya and other organizations; X;;;;;;;;;;;
EVTNAME95390; Uchanskoe rebellion; X;;;;;;;;;;;
EVTDESC95390; September 24 there was a spontaneous rebellion in the artillery battalion at Wuchang. After suppressing the speech of soldiers who refused to obey officers huguansky governor entered the city under martial law. The revolutionaries have identified the beginning of the uprising on 16 October, but this became known to the authorities. Began mass arrests and executions of the conspirators. Then October 10th Engineer Battalion, joined by two regiments of infantry and artillery battalion captured Wuchang. October 12 in the hands of the rebels was all Tri Wuhan. The authorities in Wuhan, peacefully passed into the hands of the opposition, headed by the chairman of the committee and leader of the local gentry liberals, Tang Hualong. At the head of the military government hubeyskogo was placed the commander of a mixed brigade of "new forces", General Lee Yuanhun. The new government declared China a republic and urged people to join the rebels. As a sign of liberation from the yoke of the Manchus Republicans cut the braids.; X;;;;;;;;;;;
EVTOPTA95390; Nightmare!; X;;;;;;;;;;;
EVTNAME95391; Yuan Shikai became prime minister; X;;;;;;;;;;;
EVTDESC95391; Manchu liberation movement was gaining more and more power. Seeing that the situation is critical, the Qing court suggested that Yuan Shikai as First Minister. In the agony of the Manchu regime to head the cabinet, and, hence, the commander of the army Beyyanskoy, became crucial. November 2 general was appointed prime minister, with the right command of the army. "Mutiny" of the two divisions in Shihchiachuang beyyanskih Yuan Shikai showed that more can not linger, for a Qing dynasty could punish other generals, seized the supreme power in this case. On receipt of the same post of Prime Minister Yuan Shikai became stronger than any appointees in antitsinskom camp. Before taking this position Yuan Shikai requested the consent of states. London and Washington immediately supported the general, hoping that it will suppress the rebellion. Antitsinsky camp, for its part, hoped to use as a weapon of Yuan Shikai's overthrow of the Qing Dynasty.; X;;;;;;;;;;;
EVTOPTA95391; This will save the situation; X;;;;;;;;;;;
GOM; Kuomintang; X;;;;;;;;;;;
GOM_ADJ; Kuomintang; X;;;;;;;;;;;
GOM_liberal; Liberal Party; X;;;;;;;;;;;
GOM_conservative; Kuomintang of China; X;;;;;;;;;;;
GOM_socialist; Socialist Party; X;;;;;;;;;;;
GOM_communist; Communist Party; X;;;;;;;;;;;
GOM_reactionary; reactionary party; X;;;;;;;;;;;
GOM_fascist; Fascist Party; X;;;;;;;;;;;
GOM_anarcho_liberal; Radical Party; X;;;;;;;;;;;
ANU; Anhui clique; X;;;;;;;;;;;
ANU_ADJ; Anhui; X;;;;;;;;;;;
ANU_liberal; Liberal Party; X;;;;;;;;;;;
ANU_conservative; Club Anfu; X;;;;;;;;;;;
ANU_socialist; Socialist Party; X;;;;;;;;;;;
ANU_communist; Communist Party; X;;;;;;;;;;;
ANU_reactionary; Reactionary party; X;;;;;;;;;;;
ANU_fascist; Fascist Party; X;;;;;;;;;;;
ANU_anarcho_liberal; Radical Party; X;;;;;;;;;;;
ZHI; Zhili clique; X;;;;;;;;;;;
ZHI_ADJ; Zhihli.; X;;;;;;;;;;;
ZHI_liberal; Liberal Party; X;;;;;;;;;;;
ZHI_conservative; Supporters Feng Gochzhana; X;;;;;;;;;;;
ZHI_socialist; Socialist Party; X;;;;;;;;;;;
ZHI_communist; Communist Party; X;;;;;;;;;;;
ZHI_reactionary; reactionary party; X;;;;;;;;;;;
ZHI_fascist; Fascist Party; X;;;;;;;;;;;
ZHI_anarcho_liberal; Radical Party; X;;;;;;;;;;;
TNT; Tannu Tuva; X;;;;;;;;;;;
TNT_ADJ; Tuva.; X;;;;;;;;;;;
TNT_liberal; Liberal Party; X;;;;;;;;;;;
TNT_conservative; KMT; X;;;;;;;;;;;
TNT_socialist; Socialist Party; X;;;;;;;;;;;
TNT_communist; Communist Party; X;;;;;;;;;;;
TNT_reactionary; reactionary party; X;;;;;;;;;;;
TNT_fascist; Fascist Party; X;;;;;;;;;;;
TNT_anarcho_liberal; Radical Party; X;;;;;;;;;;;
military_clique; military clique; X;;;;;;;;;;;
military_clique_ruler; General; X;;;;;;;;;;;
antimanchu_rebels; anti-Manchu movement; X;;;;;;;;;;;
antimanchu_rebels_desc; anti-Manzhou growing sentiment; X;;;;;;;;;;;
MCK_military_clique; Fentyanskaya clique; X;;;;;;;;;;;
EVTNAME95392; threat to the monarchy; X;;;;;;;;;;;
EVTDESC95392; For several reasons, Yuan Shikai did not want war with the rebellious provinces. With well-trained, disciplined and efficient army, Yuan Shikai could easily defeat the Republicans. But such a use of force to threaten the general loss of prestige in the army and the country. For its part, the Republicans did not intend to expose their troops at risk "iron" beyyanskih divisions, and again have been looking for an agreement with Yuan Shikai. Seeing that the Southerners are willing to compromise, the general resumed talks with the Republicans. Now, he agreed to the establishment of a republic, if southerners guarantee him the presidency and eliminate the Sun Yat-sen. During the negotiations of the North and South in terms of Nanking were developed abdication of the Qing Dynasty. According to this document, ISPs refused all the prerogatives of the imperial power. After his abdication bogdohan should not interfere with the formation of an interim government.; X;;;;;;;;;;;
EVTOPTA95392; monarchy has outlived its usefulness; X;;;;;;;;;;;
EVTOPTB95392; better to leave it as is; X;;;;;;;;;;;
EVTNAME95393; fall of the monarchy; X;;;;;;;;;;;
EVTDESC95393; February 12 was declared the abdication of the supreme power of Pully. In addition, a special decree of the imperial Yuan Shikai were instructed to form a provisional republican government. February 14 Nanking Assembly unanimously accepted the resignation of Dr. Sun Yat-sen, and the next day elected provisional president Yuan Shikai's Republic of China.; X;;;;;;;;;;;
EVTOPTA95393; Long live the republic!; X;;;;;;;;;;;
EVTNAME95394; Mongolian national revolution; X;;;;;;;;;;;
EVTDESC95394; After the fall of the monarchy, the Bogd Khan, Mongolia, the Republic refused to obey, and declared that his country recognized the suzerainty of the Manchu dynasty, and not the Republic of China. November 3, 1912 an agreement was signed with Russia, Mongolia.; X;;;;;;;;;;;
EVTOPTA95394; Bad!; X;;;;;;;;;;;
EVTNAME95395; Death of Yuan Shikai; X;;;;;;;;;;;
EVTDESC95395; After the death of Yuan Shikai in China began to take shape many of the military-feudal fiefdoms of various militarist factions. The largest group was beyyanskaya, broke up later on fyntyanskuyu headed by the former leader of the gang hunghutz Zuolin Zhang, Zhili led by General Feng Gochzhanom and anhoyskuyu led by General Tuan Tsizhuem. In the province of Shanxi warlord Yan Xishan ruled, flirts with beyyanskoy group, and in Shaanxi Province - General Chen Shoufani. Camp southwestern warlords consisted of two major groups: Yunnan, led by General Than Tsziyao and Kwangsi, headed by General Lu Zhuntino; X;;;;;;;;;;;
EVTOPTA95395; All is lost!; X;;;;;;;;;;;
EVTOPTB95395; We must do everything possible to stay in power; X;;;;;;;;;;;
EVTNAME95396; era of warlords; X;;;;;;;;;;;
EVTDESC95396; era of warlords - a period in the history of the Republic of China, from 1916 to 1928., During which the country was divided between the military rulers. The era of warlords began with the death of Yuan Shikai and nominally ended in 1928 with the completion of the Northern Expedition (1926-1927) and the unification of China under the KMT banner, and then started "Nanking decade».; X;;;;;;;;;;;
EVTOPTA95396; We will fight the end of the lo!; X;;;;;;;;;;;
EVTNAME95397; into battle!; X;;;;;;;;;;;
EVTDESC95397; for our country fell on hard times, the once great Empire Qing, now divided into many warring pieces. We need to gather strength in a fist and hit the enemy for the sake of our future and our children's future.; X;;;;;;;;;;;
EVTOPTA95397; into battle!; X;;;;;;;;;;;
EVTNAME95166; Tannu Tuva; X;;;;;;;;;;;
EVTDESC95166; After the Xinhai Revolution in China noyons Tuvinian (ambyn Noyon Combo Dorzhu, Chamzy Hambo Lama, Noyon Yeah, khoshun Buyan Badyrgy and others) several times appealed to the royal government to take Tuva a protectorate of the Russian Empire. April 4, 1914, Emperor Nicholas II on the memo, Minister for Foreign Affairs, SD Sazonov on the adoption of the population five khoshuns Uryankhay edge under the patronage of the Russian written: "I agree", which meant the establishment of a protectorate of Russia over Tuva. The edge was included in the Yenisei province with the transfer of Tuva in the political and diplomatic affairs of Irkutsk Governor-General.; X;;;;;;;;;;;
EVTOPTA95166; Get a protectorate; X;;;;;;;;;;;
EVTOPTB95166; It is not our business; X;;;;;;;;;;;
port_arthur_lease_title; Russian-Chinese Convention; X;;;;;;;;;;;
port_arthur_lease_desc; Russian-Chinese Convention signed in 1898 15 (27) in March 1898 in Beijing, Russian Charge d'Affaires A. Pavlov, and a member of the Secretariat and the Imperial College of Foreign Affairs, Government of the Qing empire Li Hongzhang. Russia called for the provision of rental use of the Port Arthur (Lushun) and Far (Dalian), and allowed the gasket to these ports Railway (South Manchurian Railway) from one of the points of the Chinese Eastern Railway (CER).; X;;; ,,,,,,,;
return_china_title; Resurrection of the Dragon; X;;;;;;;;;;;
return_china_desc; We control most of the Chinese land. It is time to revive the great Republic of China!; X;;;;;;;;;;;
EVTNAME95316; Manchukuo; X;;;;;;;;;;;
EVTDESC95316; In 1931 the Japanese invaded Manchuria, and was invited to the last Qing Emperor Pu Yi to restore the Manchu state. March 1, 1932, to address Vsemanchzhurskoy Assembly, State of Manchuria was formed, but then recognized by Japan. The new state was once the scene of battles between the Japanese and Chinese armed forces, which continued for several years.; X;;;;;;;;;;;
EVTOPTA95316; create a puppet state; X;;;;;;;;;;;
EVTOPTB95316; This area will be directly in the empire; X;;;;;;;;;;;
EVTNAME95202; East!; X;;;;;;;;;;;
EVTDESC95202; There comes a difficult time, the confrontation between the great powers increases. We need to restore the former influence in Southeast Asia to have a foothold in these distant lands.; X;;;;;;;;;;;
EVTOPTA95202; forward to new conquests!; X;;;;;;;;;;;
EVTNAME95167; Russian Central Asia; X;;;;;;;;;;;
EVTDESC95167; end of the 30s of the XIX century marks a new stage of Russia's policy towards Central Asia - the transition to the nomination of the boundaries, to control the steppes of the Kirghiz steppe (Kazakhstan) and Central Asia. The main reason for the movement of borders in the south was the desire for political stability in the desert, in order to achieve the life safety of the population concerned, and the caravan trade with Central Asian states.; X;;;;;;;;;;;
EVTOPTA95167; It's time to expand our southern possessions!; X;;;;;;;;;;;
restore_usca_title; Federation of Central America; X;;;;;;;;;;;
restore_usca_desc; After the collapse of the Central American Union, during the XIX century, several attempts to restore it, but not one of them failed. However, the story could emerge on the other.; X;;;;;;;;;;;
form_union_latinoamericana_title; Latin American Union; X;;;;;;;;;;;
form_union_latinoamericana_desc; Latin American nations have a common history of origin of the Iberian peoples, but because of the petty interests of corrupt politicians and the interference of third countries, they were separated for a long time. But today - a historic day and the Simon Bolivar's dream finally realized. As time passed separatism! Ur Union! Viva la union latinoamericana!; X;;;;;;;;;;;
form_iberia_title; creation of Iberia; X;;;;;;;;;;;
form_iberia_desc; Spaniards and Portuguese - kindred peoples, from time to time found in the united states, first of Castile, after the Spanish-Portuguese union 1570-1640. But then, due to the weakening of Spain and Britain over fears of a power that could challenge it on the sea, the British always supported separatist sentiment in Portugal, setting it against Spain. But now that time has passed: relieving Gibraltar, we drove the British from the Pyrenees and now we can announce the creation of powers Iberia! Long live the Iberia, the benefit of all the fraternal peoples of the Pyrenees!; X;;;;;;;;;;;
restore_pbc_title; Peru-Bolivian Confederation; X;;;;;;;;;;;
restore_pbc_desc; After the collapse of Peru-Bolivian Confederation, during the XIX century, Peru and Bolivia were many internecine wars in order to restore it, but under his control. However, not one of them failed. But now, when ever an acute danger of being enslaved by other countries, Peruvians and Bolivians cast aside their feud and remember that they - the southern andtsy! Long live the new Peru-Bolivian Confederation!; X;;;;;;;;;;;
ULA_incorporation_title; requirement of incorporation; X;;;;;;;;;;;
ULA_incorporation_desc; Movement for the unification of Latin America sought to incorporate the Union of all the former Spanish colonies, now owned by the UK, U.S. and other countries, as well as to establish full control over the islands of the Caribbean Sea. Is Proclaiming inkoroporatsiyu these lands in the composition of our power and we can get them back! Latin America for Latin Americans! Down with the gringos from our lands!; X;;;;;;;;;;;
